Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
1082,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,10,10,1279.4512,-181.44922,1279.4512,-181.44922,324.00015,-77.72461,60.000004,50.0,6.2528496,4.081631,1633.1025,6.4284973,324.00015,-77.72461,60.000004,6.2528496,1359.4326,5.4252806,50.0,360.11465,-88.22813,4.081631,71.8,5.3770714
1083,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,1279.4512,-5.0,1279.4512,-5.0,472.0376,-5.0,80.0,80.0,377.63007,42.920788,1883.1504,7.0823555,472.0376,-5.0,80.0,377.63007,1732.3438,6.5788126,80.0,443.417,-41.32422,42.920788,101.4,57.83112
1084,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,215,566,830.0469,-592.39844,3247.3906,-1522.2969,185.85207,-144.07622,59.0106,52.296818,1.8570926,1.2957493,28648.906,97.19672,557.73926,-295.20502,50.23256,1.9069859,12111.063,40.54812,43.255814,548.10266,-318.54495,1.3116388,140.20319,2.1182594
1088,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,170,425,830.0469,-473.75,3247.3906,-1522.2969,181.55315,-131.64847,62.82353,56.70588,2.3304625,1.58267,27674.23,90.640945,515.7713,-263.53894,54.705883,2.363767,15132.281,48.095627,47.058823,506.96802,-282.50177,1.5951695,140.36,3.7329376
1089,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,142,351,830.0469,-531.75,3247.3906,-1246.8984,188.92755,-136.00055,57.26496,50.99715,1.8614849,1.2904357,17574.354,59.669468,509.2052,-284.02362,51.40845,1.8967589,7307.045,24.539719,46.478874,476.35156,-317.5284,1.3027928,143.28206,2.2417405
1085,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,213,564,830.0469,-592.39844,3247.3906,-1522.2969,184.52895,-143.04259,59.042557,52.304966,1.859651,1.2944201,28405.305,96.00995,557.0971,-294.3782,50.23474,1.910307,11933.026,39.56196,43.19249,547.5617,-317.70782,1.3104113,140.15602,2.196312
1086,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,213,564,830.0469,-592.39844,3247.3906,-1522.2969,184.52895,-143.04259,59.042557,52.304966,1.859651,1.2944201,28405.305,96.00995,557.0971,-294.3782,50.23474,1.910307,11933.026,39.56196,43.19249,547.5617,-317.70782,1.3104113,140.15602,2.196312
1087,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,212,560,830.0469,-592.39844,3247.3906,-1522.2969,183.50133,-141.35255,58.928574,52.14286,1.862609,1.2925466,28044.352,94.45114,553.931,-289.3617,50.0,1.9143205,11690.958,38.40394,42.92453,544.67847,-313.0147,1.3086742,140.25893,2.1149707
1090,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,140,349,830.0469,-531.75,3247.3906,-1246.8984,186.73993,-134.56499,57.306587,51.002865,1.8627253,1.2864535,17297.803,58.39491,507.57687,-283.05487,51.428574,1.8986932,7096.039,23.4658,46.42857,474.48203,-316.6039,1.2988397,143.22923,2.369039
1091,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,146,280,830.0469,-454.5,1874.207,-802.84375,189.45189,-138.47075,64.64286,59.285713,2.501407,1.7141668,20582.19,67.8536,393.78955,-231.82208,59.58904,2.5048203,12147.046,39.819595,52.054794,382.4906,-241.74629,1.7178153,138.975,6.03643
1092,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,100,228,817.5,-531.75,1727.2539,-979.59766,201.25786,-132.9373,56.14035,50.438595,1.9378313,1.3660946,12467.276,42.541023,473.82462,-269.05167,52.999996,1.9859116,5985.744,19.719854,48.0,447.2133,-297.70178,1.3866638,145.14473,2.147828
1093,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,78,133,1602.5,-420.70312,5465.301,-1161.4512,256.30673,-138.33485,55.6391,49.62406,2.3238504,1.7060354,10804.942,41.259205,478.9424,-201.89261,50.0,2.3722632,7064.202,27.93869,43.589745,494.78262,-221.78197,1.7239095,105.37594,6.000106
1094,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,30,42,1602.5,-404.3496,5465.301,-404.3496,358.35007,-120.871826,61.904762,59.523808,4.8176556,3.522597,7383.1523,27.353779,548.0648,-148.76532,56.666668,4.8176565,6167.8486,23.140104,53.333336,538.3055,-174.64565,3.5225978,108.2381,8.411147
1095,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,15,20,1496.75,-404.3496,3963.5508,-404.3496,453.19308,-114.75879,70.0,65.0,9.214549,6.691826,5656.1504,19.888496,576.7912,-172.13818,73.333336,9.214551,5056.5205,17.87854,66.66667,594.49036,-177.67656,6.691828,115.35,10.163613
1096,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,14,17,1496.75,-404.3496,3963.5508,-404.3496,463.67545,-131.11055,70.588234,64.70589,8.487655,6.346166,4908.5527,17.45265,556.4105,-163.88818,71.42857,8.487656,4399.4443,15.743922,64.28571,580.26227,-164.5832,6.346164,116.76471,8.950123
1097,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,10,1441.8516,-404.3496,2441.6016,-404.3496,606.67883,-177.76628,70.0,70.0,7.9631743,6.410255,3713.4531,12.752935,849.3504,-177.76628,62.5,7.963175,3406.5693,11.746555,62.5,807.24396,-209.88347,6.410255,120.6,6.865163
1098,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,9,1441.8516,-404.3496,2441.6016,-404.3496,600.8757,-177.76628,66.66667,66.66667,6.76029,5.443382,3071.955,10.7657385,721.0508,-177.76628,62.5,6.760288,2797.7764,9.860365,62.5,685.48535,-209.88347,5.4433804,120.0,5.762797
1099,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,11,11,1331.3008,-181.44922,1331.3008,-181.44922,359.16296,-95.73307,72.72727,63.636364,10.004566,7.2363496,2586.1045,10.743962,359.16296,-95.73307,72.72727,10.004566,2294.0752,9.6386,63.636364,380.27582,-91.96387,7.2363496,75.454544,13.178022
1104,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,215,622,1474.3984,-592.39844,4091.5898,-1854.5977,193.45618,-145.75018,58.36013,51.607716,1.8602887,1.3116575,32475.293,110.687065,632.5272,-334.9312,50.23256,1.9061787,14369.453,48.431694,43.720932,620.49725,-363.28342,1.3268957,142.01929,2.4919362
1100,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,11,11,1331.3008,-181.44922,1331.3008,-181.44922,359.16296,-95.73307,72.72727,63.636364,10.004566,7.2363496,2586.1045,10.743962,359.16296,-95.73307,72.72727,10.004566,2294.0752,9.6386,63.636364,380.27582,-91.96387,7.2363496,75.454544,13.178022
1101,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,11,11,1279.4512,-181.44922,1279.4512,-181.44922,324.00015,-78.489456,54.545456,45.454548,4.953534,3.292336,1551.5537,6.092225,324.00015,-78.489456,54.545456,4.953534,1253.6748,4.989181,45.454548,360.11465,-91.14974,3.292336,68.90909,4.944847
1102,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,1279.4512,-5.0,1279.4512,-5.0,472.0376,-5.0,80.0,80.0,377.63007,42.920788,1883.1504,7.0823555,472.0376,-5.0,80.0,377.63007,1732.3438,6.5788126,80.0,443.417,-41.32422,42.920788,101.4,57.83112
1103,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,215,624,1474.3984,-592.39844,4091.5898,-1854.5977,194.64569,-146.59998,58.333332,51.602566,1.8588268,1.3131282,32735.043,111.91684,638.3277,-338.3583,50.23256,1.904175,14563.646,49.460846,43.720932,626.8576,-366.6196,1.3282987,142.05449,2.4101772
1105,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,214,620,1474.3984,-592.39844,4091.5898,-1854.5977,193.74568,-145.09125,58.387096,51.6129,1.873612,1.3201579,32702.395,110.94288,631.7063,-335.11218,50.46729,1.9206263,14648.449,48.887383,43.925236,619.7132,-363.37155,1.3359386,142.03064,2.6447139
1106,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,213,616,1474.3984,-592.39844,4091.5898,-1854.5977,192.87169,-143.40504,58.27922,51.46104,1.8787344,1.3201386,32385.84,109.49486,629.24554,-329.65512,50.23474,1.9268072,14450.803,47.840088,43.661972,617.643,-358.25,1.3361434,142.12987,2.585401
1107,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,177,465,833.39844,-473.75,4091.5898,-1854.5977,180.38521,-137.33676,62.7957,55.698925,2.2169244,1.5163294,28913.223,93.602196,543.18567,-286.82224,54.23729,2.244511,15211.292,47.05539,46.892654,532.2466,-308.1401,1.5251582,142.04301,2.8872082
1108,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,142,393,1474.3984,-578.4492,4091.5898,-1248.0977,201.98447,-137.4816,57.50636,51.145042,1.988224,1.3978072,22689.062,77.64572,612.63477,-319.32285,51.40845,2.0297635,11245.137,38.307045,46.478874,582.0574,-357.50854,1.4138708,145.49364,3.81741
1109,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,141,391,1474.3984,-578.4492,4091.5898,-1248.0977,200.09795,-136.20198,57.544754,51.150894,1.9912858,1.3957585,22412.512,76.37117,604.0533,-318.8732,51.77305,2.0336263,11034.131,37.23313,46.80851,572.9988,-357.11713,1.4119707,145.4578,3.9019768
1110,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,151,305,833.39844,-454.5,2482.8438,-953.6992,189.49767,-140.33647,64.91804,58.688526,2.498704,1.7157317,22504.535,73.38114,410.64984,-247.74335,60.264904,2.5139687,13316.853,42.844368,52.317883,401.8558,-255.96881,1.7225738,141.93443,6.5302343
1111,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,100,255,1474.3984,-578.4492,3479.5469,-1026.2969,214.39178,-135.79576,57.254906,51.76471,2.114698,1.5121894,16499.465,58.573902,577.48486,-300.1539,52.999996,2.1695745,9303.78,33.044746,49.0,542.91864,-339.20068,1.5378144,146.61177,3.053059
1112,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,78,139,1602.5,-443.20312,6480.6523,-1189.4023,259.1224,-142.66792,57.55396,52.517986,2.4627292,1.8171188,12312.386,46.81496,537.1538,-202.4865,48.71795,2.520149,8392.394,32.891636,44.871796,526.5723,-233.43346,1.8360925,105.71223,6.694206
1113,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,30,45,1602.5,-401.1504,6480.6523,-401.1504,367.09482,-120.32495,64.44444,62.222225,5.529687,4.038558,8720.551,31.891506,626.2206,-148.09225,56.666668,5.5296874,7405.2256,27.375566,53.333336,615.1381,-174.07031,4.038685,110.62222,9.996267
1114,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,15,22,1496.75,-401.1504,4978.9023,-401.1504,477.72534,-114.225586,72.72727,68.181816,11.152792,8.111588,6958.252,24.34425,694.8732,-171.33838,73.333336,11.152795,6295.048,22.132074,66.66667,718.02295,-177.03633,8.11159,119.72727,12.672036
1115,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,14,18,1496.75,-401.1504,4978.9023,-401.1504,504.63913,-130.4707,72.22222,66.66667,10.05637,7.5514646,5907.955,21.041267,656.0309,-163.08838,71.42857,10.056372,5370.331,19.230753,64.28571,687.7829,-163.94296,7.5514627,121.666664,11.010843
1116,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,8,12,1441.8516,-401.1504,3456.9531,-401.1504,616.18384,-176.69987,75.0,75.0,10.461533,8.414961,5015.5547,17.208689,1109.1309,-176.69987,62.5,10.461532,4645.0967,16.000093,62.5,1054.3092,-208.8164,8.414961,127.75,9.420165
1117,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,8,10,1441.8516,-401.1504,3456.9531,-401.1504,657.351,-176.69987,70.0,70.0,8.680363,7.015911,4071.3574,14.354358,920.2914,-176.69987,62.5,8.680363,3768.663,13.347194,62.5,879.02246,-208.8164,7.0159116,128.5,7.858252
1118,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,12,12,1331.3008,-181.44922,1331.3008,-181.44922,334.51703,-95.73307,75.0,66.66667,10.482804,7.548215,2723.454,11.352775,334.51703,-95.73307,75.0,10.482804,2408.796,10.147108,66.66667,347.08142,-91.96387,7.548215,74.25,13.8732605
1119,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,12,12,1331.3008,-181.44922,1331.3008,-181.44922,334.51703,-95.73307,75.0,66.66667,10.482804,7.548215,2723.454,11.352775,334.51703,-95.73307,75.0,10.482804,2408.796,10.147108,66.66667,347.08142,-91.96387,7.548215,74.25,13.8732605
1120,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,12,12,1279.4512,-181.44922,1279.4512,-181.44922,297.3358,-78.489456,58.333332,50.0,5.3035164,3.5021017,1688.9033,6.7010374,297.3358,-78.489456,58.333332,5.3035164,1368.3955,5.4976892,50.0,319.21567,-91.14974,3.5021017,68.25,5.4488363
1121,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,1279.4512,-5.0,1279.4512,-5.0,472.0376,-5.0,80.0,80.0,377.63007,42.920788,1883.1504,7.0823555,472.0376,-5.0,80.0,377.63007,1732.3438,6.5788126,80.0,443.417,-41.32422,42.920788,101.4,57.83112
1122,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,215,653,1474.3984,-592.39844,4091.5898,-1854.5977,191.51558,-145.79866,58.346092,51.148544,1.8399525,1.2956177,33310.2,114.09101,650.55865,-354.72333,50.697674,1.8858942,14330.531,48.733948,43.720932,643.88074,-381.7707,1.3102235,143.45023,2.227379
1123,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,215,651,1474.3984,-592.39844,4091.5898,-1854.5977,190.37102,-144.98352,58.371735,51.152073,1.8411809,1.2940607,33050.45,112.86123,644.8112,-351.26392,50.697674,1.887642,14136.339,47.704803,43.720932,637.5204,-378.43448,1.3087175,143.4209,2.29425
1124,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,214,650,1474.3984,-592.39844,4091.5898,-1854.5977,190.37102,-144.35106,58.46154,51.23077,1.8560972,1.3036253,33366.2,113.712074,644.8112,-351.60217,50.934578,1.9037863,14489.043,48.655228,43.925236,637.5204,-378.64893,1.3188761,143.46,2.452037
1125,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,213,645,1474.3984,-592.39844,4091.5898,-1854.5977,189.8614,-142.7373,58.294575,51.007755,1.8592371,1.3024751,32991.547,111.782104,641.9567,-346.0931,50.704224,1.9078631,14248.253,47.226227,43.661972,635.17773,-373.5273,1.3178762,143.53334,2.3936827
1126,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,181,484,833.39844,-473.75,4091.5898,-1854.5977,177.51468,-136.18518,62.396694,54.752064,2.1629176,1.4741077,28823.727,93.80332,535.77344,-295.33957,54.69613,2.190185,14605.567,45.35643,46.40884,534.2194,-312.05014,1.4825279,142.51447,2.587019
1127,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,142,406,1474.3984,-578.4492,4091.5898,-1649.2461,199.20013,-139.06593,57.88177,51.724136,1.9685234,1.3835282,23031.756,79.27516,619.497,-335.45624,52.112675,2.0096765,11221.084,38.635696,47.183098,585.49835,-373.43076,1.4006485,146.72906,3.4304755
1128,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,141,404,1474.3984,-578.4492,4091.5898,-1649.2461,197.37428,-137.82574,57.92079,51.73267,1.9711839,1.3813587,22755.205,78.000595,611.03143,-335.24066,52.48227,2.0130928,11010.078,37.561775,47.51773,576.5749,-373.24918,1.3986206,146.7005,3.4627585
1129,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,152,313,833.39844,-454.5,2482.8438,-953.6992,188.6677,-137.11906,63.897766,57.82748,2.4352934,1.6681166,22239.086,72.50274,417.61932,-247.52664,59.210526,2.4491165,12853.157,41.166412,51.973682,403.5182,-260.61343,1.6756006,142.64537,6.0850797
1130,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,100,265,1474.3984,-578.4492,3476.996,-1290.6973,210.91817,-140.05708,58.113205,52.83019,2.0893278,1.4982586,16935.062,60.410633,587.63416,-321.6779,54.000004,2.144479,9461.528,33.880558,50.0,549.03735,-359.8068,1.5259227,148.09811,2.9371579
1131,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,78,143,1602.5,-443.20312,6480.6523,-1187.0527,258.46075,-142.39754,58.04196,52.44755,2.51084,1.8497397,12908.389,48.400402,556.4117,-205.88142,48.71795,2.567454,8872.9375,34.076347,46.153847,529.6508,-242.726,1.8703657,106.23776,6.4763026
1132,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,30,46,1602.5,-401.1504,6480.6523,-401.1504,358.67502,-123.69971,65.21739,63.04348,5.4366794,3.9774487,8781.056,31.925823,632.95593,-152.24579,56.666668,5.4366803,7427.408,27.309896,56.666668,583.3657,-191.52374,3.9831245,110.23913,9.972288
1133,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,15,23,1496.75,-401.1504,4978.9023,-401.1504,461.42676,-114.225586,73.91304,69.565216,11.445558,8.295042,7158.9014,24.82019,713.1141,-171.33838,73.333336,11.445561,6457.4375,22.50778,66.66667,734.2619,-177.03633,8.295044,118.17391,12.887152
1134,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,14,19,1496.75,-401.1504,4978.9023,-401.1504,482.92557,-130.4707,73.68421,68.42105,10.363949,7.749567,6108.6045,21.517204,676.0958,-163.08838,71.42857,10.36395,5532.7207,19.606455,64.28571,705.8262,-163.94296,7.7495675,119.68421,11.225957
1136,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,8,11,1441.8516,-401.1504,3456.9531,-401.1504,599.5509,-176.69987,72.72727,72.72727,9.048123,7.2660294,4266.3076,14.814985,959.28143,-176.69987,62.5,9.048124,3925.3496,13.707593,62.5,910.35974,-208.8164,7.2660294,124.27273,8.070439
1137,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,13,13,1331.3008,-181.44922,1331.3008,-181.44922,334.51703,-80.3999,69.230774,61.538464,9.361497,6.4238324,2689.0537,11.238114,334.51703,-80.3999,69.230774,9.361497,2344.4092,9.932501,61.538464,347.08142,-86.44844,6.4238324,72.76923,10.499228
1138,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,12,12,1331.3008,-181.44922,1331.3008,-181.44922,334.51703,-95.73307,75.0,66.66667,10.482804,7.548215,2723.454,11.352775,334.51703,-95.73307,75.0,10.482804,2408.796,10.147108,66.66667,347.08142,-91.96387,7.548215,74.25,13.8732605
1139,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,12,12,1279.4512,-181.44922,1279.4512,-181.44922,297.3358,-78.489456,58.333332,50.0,5.3035164,3.5021017,1688.9033,6.7010374,297.3358,-78.489456,58.333332,5.3035164,1368.3955,5.4976892,50.0,319.21567,-91.14974,3.5021017,68.25,5.4488363
1135,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,8,13,1441.8516,-401.1504,3456.9531,-401.1504,574.0604,-176.69987,76.92308,76.92308,10.829295,8.665082,5210.505,17.66932,1148.1208,-176.69987,62.5,10.829292,4801.783,16.360493,62.5,1085.6465,-208.8164,8.66508,124.23077,9.632353
1140,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,1279.4512,-5.0,1279.4512,-5.0,472.0376,-5.0,80.0,80.0,377.63007,42.920788,1883.1504,7.0823555,472.0376,-5.0,80.0,377.63007,1732.3438,6.5788126,80.0,443.417,-41.32422,42.920788,101.4,57.83112
1141,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.15,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,215,668,1474.3984,-592.39844,4091.5898,-1854.5977,190.46887,-147.96872,58.532936,51.047905,1.816984,1.2806399,33486.01,116.98157,651.92566,-373.82437,51.627903,1.8613156,14042.76,50.123062,43.720932,656.55786,-393.99734,1.2945602,143.92366,2.1991131
1142,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.15,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,215,666,1474.3984,-592.39844,4091.5898,-1854.5977,189.351,-147.1177,58.55856,51.051052,1.8186879,1.2794262,33242.41,115.7948,646.282,-370.1432,51.627903,1.8635534,13864.723,49.1369,43.720932,650.19745,-390.5276,1.2934096,143.8949,2.268229
